idactor,idprincipal,fecha,Actores,Asuntos,IntNec,Miedos,Medios,Opciones,Tipoactor,Poder
187,160,2026-06-16T04:00:00.000Z,Fuerzas de Seguridad (Policía Nacional y Fuerzas Armadas),Garantizar el orden público y mantener expeditas las carreteras troncales (como el tramo a Laja).,"• Cumplir la misión constitucional de seguridad ciudadana.


• Acatar las órdenes emitidas por el Ejecutivo central.","• Ser juzgados por violaciones a los derechos humanos.


• Desborde social que supere su capacidad de contención.


• Bajas o amotinamientos internos.","• Desplegar agentes para desbloqueos selectivos.


• Utilizar agentes químicos de dispersión.


• Labores de inteligencia y resguardo de la propiedad pública.","• Ejecutar órdenes de despeje evitando el uso de fuerza letal.


• Actuar únicamente bajo amparo de decretos expresos.


• Facilitar corredores humanitarios en los puntos de bloqueo.",Apoya a Demandado,12
188,160,2026-06-16T04:00:00.000Z,Partidos Políticos de Oposición y Facciones,Capitalizar el descontento social para debilitar al Gobierno actual de cara a futuros escenarios electorales.,"• Posicionarse como la alternativa viable de gobernabilidad.


• Desgastar la figura del presidente Rodrigo Paz.","• Ser señalados por el Gobierno como los ""autores intelectuales"" de la crisis.


• Quedar atrapados en la violencia callejera.","• Emitir declaraciones públicas de apoyo a las demandas sociales.


• Bloquear iniciativas del Ejecutivo en la Asamblea Legislativa.","• Aliarse tácticamente con las demandas de la Tupac Katari.


• Exigir el adelanto de elecciones nacionales.


• Mantener una distancia estratégica para evitar costos políticos directos.",Apoya a Demandante,8
189,160,2026-06-16T04:00:00.000Z,"Sociedad Civil y Sindicatos Aliados (COB, Juntas Vecinales, Defensores de DDHH)","Monitorear el conflicto, exigir soluciones al desabastecimiento y vigilar los derechos ciudadanos.","Proteger los derechos humanos de los manifestantes.


• Restablecer la normalidad económica y de tránsito.","• Persecución judicial a activistas.


• Escasez severa de alimentos y productos básicos en las ciudades.","• Publicar informes sobre abusos policiales.


• Organizar marchas pacíficas por la paz o por el abastecimiento.


• Oficiar de observadores en las mesas de negociación.","• Presionar al Gobierno para que ceda en las demandas sectoriales.


• Exigir a los bloqueadores flexibilizar el paso de alimentos.


• Mantenerse en emergencia ante cualquier exceso estatal.",Apoya a Demandante,4
190,160,2026-06-16T04:00:00.000Z,Sector Empresarial y Transporte Pesado,Presionar por la liberación de las carreteras debido a las millonarias pérdidas económicas por día de bloqueo.,"• Preservar la libre transitabilidad y el comercio exterior.


• Exigir soluciones inmediatas a la escasez de diésel y dólares.","• Quiebra de empresas exportadoras e importadoras.


• Pérdida de mercados internacionales.


• Destrucción de unidades de transporte en los conflictos.","Emitir pronunciamientos de emergencia económica.


• Paralizar actividades comerciales como medida de protesta hacia el Gobierno","• Presionar al Ejecutivo para que use la fuerza pública y limpie las rutas.


• Exigir al movimiento Tupac Katari treguas comerciales.


• Actuar como financiadores de campañas en medios llamando a la calma.",Apoya a Demandante,3
191,160,2026-06-16T04:00:00.000Z,Medios de Comunicación (Tradicionales y Digitales),Coberturar el desarrollo de los bloqueos en Laja y las decisiones del Ministerio de la Presidencia.,"• Mantener los niveles de audiencia e influencia informativa.


• Garantizar la seguridad de sus periodistas en el terreno.","• Agresiones físicas por parte de manifestantes o de la policía.


• Asfixia económica o amedrentamiento judicial por parte del Estado.","• Realizar transmisiones en vivo desde los puntos de conflicto.


• Abrir paneles de debate entre analistas, dirigentes y ministros.","• Mantener una línea informativa neutral y de contrapeso.


• Adoptar un enfoque de pacificación exponiendo las consecuencias de la crisis.


• Amplificar la postura de uno de los bandos según su línea editorial.",Apoya a Demandante,1
192,160,2026-06-16T04:00:00.000Z,"Comunidad Internacional (OEA, ONU, Países Vecinos)",Monitorear la estabilidad democrática y el respeto a los derechos humanos en Bolivia.,"• Evitar crisis humanitarias o flujos migratorios descontrolados.


• Garantizar la seguridad jurídica de las fronteras (Desaguadero).","• Ruptura del orden constitucional en el corazón de Sudamérica.


• Ataques o bloqueos que afecten el comercio bilateral terrestre.","• Emitir comunicados oficiales exhortando al diálogo pacífico.


• Ofrecer misiones de mediación diplomática (Naciones Unidas).","• Intervenir como mediadores directos en una mesa de diálogo nacional.


• Monitorear las denuncias de derechos humanos mediante organismos regionales.


• Mantener una posición de respeto a la soberanía, limitándose a la observación.",Apoya a Demandante,2
193,244,2026-08-19T04:00:00.000Z,Federación Sindical Única de Trabajadores Campesinos de Nor y Sud Cinti,"Ejecución de proyectos, infraestructura vial, salud, electrificación, riego, industrialización y atención de las demandas regionales.",Atención y cumplimiento de las demandas de la región; ejecución de proyectos; mejora de servicios básicos; desarrollo productivo y mayor presencia institucional.,"Incumplimiento de compromisos, postergación de la región y falta de respuestas concretas.","Organización sindical, capacidad de movilización, medidas de presión, bloqueo de carreteras y representación de las comunidades campesinas.","Diálogo permanente, mesas técnicas, seguimiento de compromisos y acuerdos con autoridades competentes.",Demandante,25
194,244,1899-11-30T04:32:36.000Z,Federación Sindical Única de Mujeres Campesinas Indígenas Originarias de Nor y Sud Cinti “Bartolina Sisa”,"Atención de las demandas regionales, desarrollo productivo, servicios básicos, infraestructura y participación de las organizaciones sociales.","ejora de las condiciones de vida de las familias campesinas, atención de proyectos regionales y participación en la toma de decisiones.","Falta de atención estatal, incumplimiento de compromisos y exclusión de las organizaciones sociales.","Organización sindical, representación de mujeres campesinas, capacidad de movilización y participación en espacios de diálogo.","Participación en mesas de trabajo, coordinación institucional y seguimiento de acuerdos.",Demandante,15
195,244,2026-08-19T04:00:00.000Z,Gobierno Nacional,"Atención de demandas regionales, ejecución de proyectos nacionales y coordinación con organizaciones sociales y gobiernos subnacionales.","Mantener la gobernabilidad, resolver el conflicto mediante el diálogo y atender demandas dentro del marco institucional y presupuestario.","Escalamiento del conflicto, prolongación de bloqueos, afectación económica y pérdida de gobernabilidad.","Capacidad normativa, institucional, presupuestaria y de coordinación con ministerios y entidades públicas.","Mesas técnicas, acuerdos interinstitucionales, programación de proyectos y seguimiento de compromisos.",Demandado,25
196,244,2026-08-19T04:00:00.000Z,Gobierno Autónomo Departamental de Chuquisaca,"Mantenimiento de carreteras departamentales, desarrollo regional y atención de las demandas de Nor y Sud Cinti.","Garantizar la transitabilidad, atender las competencias departamentales y mantener la coordinación con las organizaciones sociales.","Persistencia de bloqueos, deterioro de vías, afectación al transporte y escalamiento del conflicto regional.","Competencias departamentales, capacidad de gestión y coordinación con municipios y Gobierno Nacional.","antenimiento vial, inspecciones técnicas, cronogramas de trabajo y reunión directa con las organizaciones sociales.",Demandado,12
197,244,2026-08-19T04:00:00.000Z,Gobiernos Autónomos Municipales de Nor y Sud Cinti,"Proyectos municipales, salud, infraestructura, caminos, servicios básicos y desarrollo productivo.","Atender las necesidades de sus municipios, gestionar financiamiento y coordinar proyectos con el Gobierno Nacional y Departamental.","Afectación de la gestión municipal por los bloqueos, falta de recursos y retraso en proyectos.","Competencias municipales, capacidad de gestión, conocimiento territorial y coordinación institucional.","Mesas de coordinación, priorización de proyectos y gestión conjunta de financiamiento.",Apoya a Demandado,8
198,244,2026-08-19T04:00:00.000Z,Brigada Parlamentaria de Chuquisaca,Gestión de espacios de diálogo y canalización de las demandas de las organizaciones de Nor y Sud Cinti.,Contribuir a la solución del conflicto mediante el diálogo y facilitar la coordinación entre las organizaciones sociales y las autoridades competentes.,Escalamiento del conflicto y enfrentamientos entre manifestantes y fuerzas del orden.,"Capacidad de gestión política, convocatoria y articulación con autoridades nacionales y departamentales.","Convocatoria a mesas de diálogo, intermediación y seguimiento de acuerdos.",Apoya a Demandado,7
199,244,2026-08-19T04:00:00.000Z,Viceministerios y entidades competentes del Gobierno Nacional,"Salud, electrificación, riego, recursos hídricos, industrialización, infraestructura y proyectos estratégicos.","Atender técnicamente las demandas, ejecutar acciones dentro de sus competencias y garantizar la continuidad de los servicios y proyectos públicos.","Falta de recursos, retrasos en proyectos, incumplimiento de compromisos y escalamiento de las medidas de presión.","Competencia técnica e institucional, programas públicos, proyectos, informes técnicos y capacidad de coordinación interinstitucional.","Mesas técnicas por área, inspecciones, cronogramas de ejecución y acuerdos de seguimiento.",Demandado,8
200,244,2026-08-19T04:00:00.000Z,Federación Única de Trabajadores de Pueblos Originarios de Chuquisaca (FUTPOCH),Representación de las organizaciones sociales del departamento y participación en la gestión de demandas regionales.,Mantener su representación y participación dentro de la estructura organizativa y social del departamento.,Pérdida de legitimidad o cuestionamiento de su representación en la región de los Cintis.,"Estructura organizativa departamental, representación sindical y capacidad de movilización.","Coordinación entre organizaciones, reconocimiento de representaciones territoriales y diálogo para evitar conflictos internos.",Apoya a Demandante,5
